backgroundrank,bokehfactor,cameramodel,cameramodelndex,coherency,colorcontrastf,colorsimilarity,dominantcol1percent,dominantcol1value,dominantcol1l,dominantcol1a,dominantcol1b,dominantcol2percent,dominantcol2value,dominantcol2l,dominantcol2a,dominantcol2b,dominantcol3percent,dominantco3value,dominantcol3l,dominantcol3a,dominantcol3b,dominantcol4percent,dominantcol4value,dominantcol4l,dominantcol4a,dominantcol4b,dominantcol5percent,dominantcol5value,dominantcol5l,dominantcol5a,dominantcol5b,dominantcol6percent,dominantcol6value,dominantcol6l,dominantcol6a,dominantcol6b,dominantcol7percent,dominantcol7value,dominantcol7l,dominantcol7a,dominantcol7b,dominantcol8percent,dominantcol8value,dominantcol8l,dominantcol8a,dominantcol8b,strongcol1percent,strongcol1value,strongcol1l,strongcol1a,strongcol1b,strongcol2percent,strongcol2value,strongcol2l,strongcol2a,strongcol2b,contrastf,datetaken,directionsimilarity,dynrange,dynrangefactor,exposuref,facesrank,finalrank,focusf,fullframcolorsim,gridcolorsimilarity,height,horizonleft,intballancef,lifeid,objectsh,objectsw,objectsx,objectsy,objectsfactor,origheight,origwidth,partnerphotoid,photoindex,position,saturationf,sky,splitlevel,status,subclusterindex,texturescalesimilarity,url,userid,version,width,datenew,phash,closedeyesf,confidence,enginecode,faceexposuref,facefocusf,gender,genderconf,ffaceheight,kissf,leyeclosed,leyex,leyey,mouthp1x,mouthp1y,mouthp2x,mouthp2y,mouthp3x,mouthp3y,necscore,nosep1x,nosep1y,pitch,profilef,reyeclosed,reyex,reyey,facerank,recindex,recindexnew,roll,significance,smile,facewidth,facex,facey,yaw,faceid,isbaby,datesent,rnum,uploaddate
4.22,0,Canon_EOS_650D_0,1,0.86,\N,16,34,616A2B,42.8,-13.38,33.56,24,F3F3F1,95.79,-0.35,0.95,11,36361A,21.93,-5.02,17.54,9,C2C2BF,78.35,-0.54,1.5,7,232719,14.84,-4.93,8.68,5,494C3E,31.65,-4.11,7.92,4,43491C,29.52,-10.02,25.66,2,8B887B,56.61,-1.28,7.37,0,0,0,0,0,0,0,0,0,0,0.32,1437866562,71.27,-0.97,1,0.4,3.38,0.85,1,71.69,76.18,720,34,0.96,70138577976,14.93;10.1;20.64,11.43;11.13;85.55,78.22;64.45;14.65,23.28;46.56;28.55,0.39,3456,5184,72863328011,72863328011,1,0.54,1,1,Success,1.43787E+12,83.08,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863328011/medium/1491810790/enhance,21011995998,15,1080,1437866562,73C83C6238383818,0,42,1,3.75,0,FALSE,0,4.13,0,0,81.96,26.95,81.58,28.76,81.58,28.76,81.58,28.76,0,82.41,28.22,20,-1,0,81.96,26.95,4.75,0,0,0,1,0,2.76,79.91,25.49,-90,c4e95ff1-f3df-4192-832d-6d1951846c44,FALSE,11:14.9,1,4/10/2017
4.95,0,Canon_EOS_650D_0,1,0.85,0.21,15,66,BEBCAA,75.96,-2.45,9.35,31,898978,56.65,-3.15,9.13,2,494C40,31.71,-3.73,6.73,1,8D7261,50.17,7.96,13.42,1,924C4D,40.92,29.44,12.76,0,5400,30.26,-38.43,37.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,1437927139,93.67,-0.93,1,1.19,0,1.04,1,92.72,75.27,720,\N,0.99,70138577976,15.37;13.18;6.15;6.59,14.36;9.08;7.03;4.39,40.14;55.08;36.33;46.29,26.35;22.4;46.56;58.86,0.73,3456,5184,72863328875,72863328875,1,0.33,0,0,Success,1.43793E+12,94.27,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863328875/medium/1491811021/enhance,21011995998,15,1080,1437927139,C01E0F0A3D5F3E8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:39.5,1,4/10/2017
4.87,0,Canon_EOS_650D_0,1,0.8,\N,8,33,4F5150,34.24,-1.02,0.3,20,838180,54.12,0.56,0.8,12,212523,14.22,-2.32,0.71,10,B8D0E3,82.3,-4.06,-12.08,10,B4E3FB,87.78,-9.75,-16.59,4,526478,41.63,-1.64,-13.43,2,A8A7A5,68.52,-0.01,1.15,2,DCF1FD,93.98,-4.52,-8.12,0,0,0,0,0,0,0,0,0,0,0.41,1420194235,94.11,-0.99,1,1.98,0,1.39,0.4,99.58,98.03,720,18,0.86,70138577976,50.51;25.92;10.1;28.55,44.24;32.81;9.67;2.93,0.0;67.38;49.22;86.43,8.35;41.73;36.46;15.37,0,3456,5184,72863331785,72863331785,2,0.21,1,1,Success,1.42019E+12,98.49,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863331785/medium/1491811946/enhance,21011995998,15,1080,1420194235,731F0643E4D03C10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28:29.5,1,4/10/2017
5.91,0,Canon_EOS_650D_0,1,0.8,0.51,50,18,C8C78F,79.1,-8.47,28.25,14,BCB2B2,73.38,3.55,1.26,14,838E7B,57.66,-7.69,8.77,9,57614D,39.77,-7.97,10.13,9,9EAEB4,70.06,-4.32,-4.97,9,717833,48.49,-13.14,36.35,6,9.49E+62,63.01,-13.69,31.2,6,DFE9E9,91.62,-3.32,-1.16,1,83832E,53.23,-11.43,44.36,1,68712A,45.53,-14.14,37.26,0.26,1437926591,50,-0.94,1,1.77,0,1.29,1,50,50,720,4,0.98,70138577976,60.18,76.76,23.44,0,0,3456,5184,72863328751,72863328751,1,0.38,1,1,Success,1.43793E+12,50,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863328751/medium/1491810991/enhance,21011995998,15,1080,1437926591,F6017E1F782FB0B9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:39.4,1,4/10/2017
4.13,0,Canon_EOS_650D_0,1,0.75,\N,9,29,7A6556,44.4,5.95,11.64,15,A08D7D,59.89,4.47,11.14,11,564235,29.74,6.55,11.22,9,D0B8A6,76.34,5.7,12.27,9,B99478,64.04,9.9,20.08,8,2D211A,13.94,4.51,6.95,5,0A0906,2.47,-0.16,1.23,4,856049,43.99,11.96,19.05,0,814C27,37.81,18.92,30.97,0,0,0,0,0,0.34,1420190993,91.73,-0.99,1,1.86,0,1.3,-0.36,94.56,89.44,720,\N,0.93,70138577976,44.36;25.92;12.74,30.47;16.41;7.32,7.32;68.26;72.66,28.55;28.99;57.98,-1.5,3456,5184,72863331313,72863331313,2,0.36,0,1,Success,1.42019E+12,92.01,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863331313/medium/1491811781/enhance,21011995998,15,1080,1420190993,C6CC999B320EF226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25:03.8,1,4/10/2017
5.54,0,Canon_EOS_650D_0,1,0.81,0.31,26,19,ABCDF0,81.08,-3.42,-20.94,14,372820,17.62,5.65,7.98,12,705643,38.73,7.91,15.19,11,726862,44.74,2.82,4.8,9,79A0CA,64.54,-2.55,-25.74,8,E2EEF3,93.36,-3.02,-3.79,4,CDE8FA,90.59,-5.17,-11.69,4,A18978,58.81,6.36,12.48,1,823021,31.74,34.43,27.6,2,834B22,37.79,20.11,33.73,0.34,1438045529,46.87,-0.99,1,1.66,0,1.39,1,75.53,68.7,1080,34,0.86,70138577976,29.0;28.42;9.67;16.11,10.1;9.22;17.13;7.03,37.77;24.16;55.78;48.32,13.48;65.63;42.77;70.61,1.5,5184,3456,72863329302,72863329302,1,0.38,1,0,Success,1.43805E+12,86.41,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863329302/medium/1491811148/enhance,21011995998,15,720,1438045529,C633CCCCC6151DB5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:36.2,1,4/10/2017
5.77,0,Canon_PowerShot_SX210_IS_0,1,0.8,\N,22,45,2D2C23,17.83,-1.49,6.02,12,E5BC8B,78.75,8.16,30.32,7,735C48,40.84,6.28,15.06,6,463328,23.08,6.81,10.31,6,B99067,62.71,10.12,27.69,5,626159,41,-1.2,4.7,4,7B7E57,51.63,-7.9,20.91,4,AA976F,63.2,0.99,23.67,0,0,0,0,0,0,0,0,0,0,0.45,1394584739,98.15,-0.97,1,1.91,0,1.35,1,78.37,73.42,720,\N,1,70138577976,88.91,100.2,0,0,0,2432,4320,72863329612,72863329612,2,0.42,0,0,Success,1.39458E+12,94.16,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863329612/medium/1491811244/enhance,21011995998,15,1278,1394584739,A595DC4B98E51EF3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16:21.9,1,4/10/2017
5.19,0,Canon_EOS_650D_0,1,0.75,\N,50,31,7F6C5E,47.03,5.16,10.61,14,444340,28.42,-0.23,1.96,12,201E1A,11.35,0.03,3.09,12,A4917E,61.35,3.97,12.68,11,7B7B75,51.45,-1.17,3.27,7,5A4437,30.84,7.42,11.52,4,3F4529,28.04,-7.91,16.12,3,AFB0AD,71.68,-0.91,1.4,0,0,0,0,0,0,0,0,0,0,0.36,1420289144,50,-0.99,1,1.57,0,1.23,1,50,50,720,\N,0.99,70138577976,12.74;10.98;4.83;4.39,11.72;4.1;6.45;5.27,18.46;34.57;39.84;50.1,13.18;22.4;24.16;25.04,0.38,3456,5184,72863332268,72863332268,1,0.27,0,0,Success,1.42029E+12,50,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863332268/medium/1491812133/enhance,21011995998,15,1080,1420289144,81E478DD0FD41F1D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31:24.3,1,4/10/2017
0.65,0,Canon_EOS_650D_0,1,0.81,\N,23,36,4B3B38,26.47,6.48,4.52,21,877871,51.58,4.54,5.95,12,86643D,44.97,8.78,27.3,11,976C63,49.74,15.87,11.82,6,6A4440,33.07,15.86,9.17,4,5D3D2A,28.98,11.62,17.37,2,4966AC,44.09,10.88,-40.74,2,89A3A7,65.2,-8.11,-5.1,0,0,0,0,0,0,0,0,0,0,0,1438045486,21.27,-0.93,1,1.95,1.96,0.97,-3.72,79.21,69.06,720,4,1,70138577976,,,,,0,3456,5184,72863329154,72863329154,1,0.42,1,0,Success,1.43805E+12,62.28,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863329154/medium/1491811100/enhance,21011995998,15,1080,1438045486,1BB71EEC5DB14840,-2,100,1111,3.92,-2.63,,7,18.63,0,0,57.93,47.32,55.93,55.51,53.89,55.51,51.85,55.51,85.7,54.19,51.19,0,0,84,52.91,44.86,1.59,0,0,18.43,1,4.444,12.42,48.91,40.37,0,30d35249-730c-4e50-bd94-e7da58ee224f,FALSE,14:36.0,1,4/10/2017
4.48,0,Canon_EOS_650D_0,1,0.83,\N,21,22,D7EFF9,93.02,-5.87,-7.49,16,434641,29.3,-2.34,2.58,16,A8A6A4,68.22,0.34,1.28,13,70736E,48.05,-2.15,2.36,11,A9A981,68.31,-6.7,20.71,10,707356,47.47,-6.44,15.71,8,1C211C,12.08,-3.57,2.62,2,A6B1C6,71.98,0.53,-11.96,0,0,0,0,0,0,0,0,0,0,0.31,1422014774,92.23,-0.96,1,1.81,0,1.4,1,39.83,63.31,720,25,0.17,70138577976,38.65,51.86,13.77,48.32,1.5,3456,5184,72863332547,72863332547,2,0.19,1,0,Success,1.42201E+12,74.42,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863332547/medium/1491812250/enhance,21011995998,15,1080,1422014774,708D5C646C9A0764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33:30.4,1,4/10/2017
3.65,0,Canon_EOS_650D_0,1,0.78,\N,14,21,0F1111,4.9,-0.71,-0.25,20,3C3E3D,25.99,-1.07,0.32,15,DEDAD0,87.11,-0.37,5.39,13,656664,43.05,-0.8,0.99,9,8B8C8D,58.2,-0.17,-0.67,8,E0DBC0,87.15,-2.78,13.89,4,A7A6A4,68.14,-0.01,1.15,4,FCFCF7,98.84,-0.86,2.38,0,0,0,0,0,0,0,0,0,0,0.4,1422014908,77.94,-0.99,1,0.75,0,1,0.38,66.52,63.91,720,\N,0.99,70138577976,,,,,0,3456,5184,72863332617,72863332617,4,0.14,0,1,Success,1.42201E+12,87.65,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863332617/medium/1491812281/enhance,21011995998,15,1080,1422014908,E3609A31C69F30CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33:30.5,1,4/10/2017
3.02,0,Canon_EOS_650D_0,1,0.75,\N,5,30,8B8B89,57.81,-0.39,1.06,26,5D5C5A,39.1,-0.01,1.28,14,B6B8B7,74.6,-0.88,0.25,10,393634,22.85,0.88,1.72,6,E4E6E8,91.2,-0.3,-1.22,6,151514,6.74,-0.23,0.63,2,E4EEF6,93.58,-1.81,-5.01,2,442822,19.48,12.31,9.44,0,986A23,48.39,11.73,44.97,0,824D26,38.19,18.72,31.98,0.36,1452179276,98.77,-0.99,1,1.34,7.08,2.09,-0.73,99.91,98.9,720,\N,0.95,70138577976,34.7;11.86;3.51,33.4;17.29;11.72,34.86;78.81;12.89,0.0;38.21;53.15,0,3456,5184,72863324163,72863324163,4,0.09,0,0,Success,1.45218E+12,98.33,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863324163/medium/1491810110/enhance,21011995998,15,1080,1452179276,690C0CD9DA529DA4,-1.94,100,1111,3.57,0,,2,7.2,0,78,45.28,41.06,45.18,44.25,44.3,44.25,43.41,44.25,94.5,44.22,43.23,0,0,0,42.94,41.19,7.13,0,1000002,-2.203,1,100,4.8,41.69,39.11,0,3ce754da-0ba3-45c1-abd9-9ab5590c3698,TRUE,57:23.8,1,4/10/2017
3.27,0,Canon_PowerShot_SX210_IS_0,1,0.78,\N,50,36,CACCC9,81.82,-1.23,1.24,24,161515,6.87,0.45,0.16,12,9C9E9B,64.87,-1.29,1.3,11,707471,48.42,-2.13,1.12,9,F5F5F2,96.46,-0.52,1.43,5,42403F,27.25,0.63,0.91,1,684F43,35.87,8.61,11.13,1,967B6D,53.77,8.23,11.58,0,0,0,0,0,0,0,0,0,0,0.4,1367980368,50,-0.98,1,0.81,0,1.02,1,50,50,1278,\N,0,70138577976,76.46,47.83,0,23.73,0,4320,2432,72863323591,72863323591,1,0.06,0,0,Success,1.36798E+12,50,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863323591/medium/1491809869/enhance,21011995998,15,720,1367980368,707865B38BC84524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54:14.3,1,4/10/2017
2.82,0,Canon_EOS_650D_0,1,0.83,\N,50,39,6.46E+82,46.2,0.44,-11.21,24,828DA3,58.45,0.9,-12.96,20,1E252D,14.34,-0.76,-6.3,15,40454F,29.19,0.41,-6.69,1,A4BCD3,75.18,-3.16,-14.27,0,C8EAFA,90.79,-7.71,-11.43,0,4F7FA5,51.33,-5.21,-25.27,0,152B2F,15.96,-7.37,-5.32,0,0,0,0,0,0,0,0,0,0,0.29,1420216776,50,-0.99,1,1.56,5.55,1.82,-1.31,50,50,1080,\N,0.99,70138577976,5.57;4.1;3.52,18.01;7.47;7.03,44.36;75.55;39.53,27.54;35.45;40.72,0.12,5184,3456,72863332050,72863332050,1,0.29,0,0,Success,1.42022E+12,50,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863332050/medium/1491812047/enhance,21011995998,15,720,1420216776,9F049BB76749D9B7,0,76,1000,3.48,0,FALSE,0,5.56,0,0,58.61,24.07,57.5,26.48,55.69,26.11,53.89,25.74,76.1,0,0,0,0,0,55,23.33,5.48,0,0,17.1,1,0,8.33,52.5,21.85,0,3d764174-279c-451f-b3b2-8fe2ec42d27e,FALSE,29:57.3,1,4/10/2017
5.65,0,Canon_EOS_650D_0,1,0.76,0.23,14,30,9CB56B,70.3,-20.96,34.87,18,465446,34.16,-8.62,6.37,13,B6B294,72.18,-3.65,15.87,11,36352B,21.96,-1.67,6.48,6,718A4D,54.26,-19.84,29.71,5,4B5C3A,36.85,-13.4,17.48,5,6B7D5F,50.24,-12.56,14.22,4,D2CBC6,82.1,1.55,3.34,1,91292D,33.55,43.65,23.05,0,0,0,0,0,0.29,1437860275,97.04,-0.98,1,1.73,0,1.3,1,91.18,85.96,720,\N,0.99,70138577976,22.4;7.03;9.22;15.81,34.86;11.43;2.93;14.36,33.98;21.09;11.72;38.96,18.45;57.54;68.96;46.56,1.5,3456,5184,72863325655,72863325655,2,0.41,0,1,Success,1.43786E+12,94.52,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863325655/medium/1491810646/enhance,21011995998,15,1080,1437860275,B30C38CDE3F79EB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:30.4,1,4/10/2017
3.81,0,Canon_EOS_650D_0,1,0.77,0.07,15,35,937F6A,54.47,4.27,14.25,14,665144,36.23,6.64,10.96,7,DDE4E7,90.15,-1.78,-2.28,7,B5D290,80.7,-21.04,29.61,6,C1AD99,71.91,3.98,12.9,6,9F9D99,64.79,-0.02,2.34,6,BEBEBB,76.9,-0.55,1.5,5,636750,42.66,-5.95,12.49,0,0,0,0,0,0,0,0,0,0,0.29,1437868792,-3.62,-0.97,1,1.95,0,1.31,-0.79,61.49,63.55,720,\N,1,70138577976,28.55;11.42;12.74;8.78,19.63;12.01;5.57;7.32,9.38;27.54;36.62;22.56,20.2;42.61;61.49;56.66,1.5,3456,5184,72863328577,72863328577,3,0.3,0,1,Success,1.43787E+12,64.56,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863328577/medium/1491810945/enhance,21011995998,15,1080,1437868792,EC1986B73BB9384E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:15.4,1,4/10/2017
2.83,0,Canon_EOS_650D_0,1,0.74,\N,19,26,E3E2E2,89.96,0.34,0.11,13,B3B2AE,72.55,-0.38,2.16,12,646251,41.28,-2.43,9.98,9,8D8B82,57.79,-0.95,5.07,8,383A25,23.67,-5.01,12.8,7,593124,25.1,16.67,16.09,7,937C70,53.8,6.89,9.84,5,7E413C,35.09,25.72,14.93,0,0,0,0,0,0,0,0,0,0,0.38,1420190405,81.51,-0.98,1,2,0,1.38,-1.72,71.35,70.3,720,66,0.99,70138577976,50.95;100.2,33.11;24.9,27.54;69.43,25.48;0.0,0,3456,5184,72863331140,72863331140,1,0.18,1,1,Success,1.42019E+12,73.85,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863331140/medium/1491811724/enhance,21011995998,15,1080,1420190405,6164DE94F43991D0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25:03.6,1,4/10/2017
5.35,0,Canon_PowerShot_SX210_IS_0,1,0.69,\N,8,26,E5EDF5,93.37,-1.16,-4.79,18,747A77,50.65,-2.86,0.85,16,525654,36.16,-2.03,0.6,16,A3A9A7,68.72,-2.5,0.28,9,8EB4E2,72.15,-1.54,-27.16,7,232525,14.48,-0.91,-0.32,6,9FAFBF,70.73,-2.18,-10.04,1,596879,43.37,-1.48,-11.36,0,0,0,0,0,0,0,0,0,0,0.31,1367980638,43.4,-0.98,1,1.91,0,1.43,1,97.67,86.71,1278,23,0.99,70138577976,7.32;3.81;2.05,5.2;3.12;7.8,21.84;79.03;57.71,72.36;72.66;72.07,0,4320,2432,72863323703,72863323703,3,0.13,1,1,Success,1.36798E+12,86.57,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863323703/medium/1491809914/enhance,21011995998,15,720,1367980638,663B75A800910018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54:14.6,1,4/10/2017
5.51,0,Canon_PowerShot_SX210_IS_0,1,0.73,0.13,50,24,43423B,27.86,-1.05,4.41,14,848660,54.87,-7.31,20.27,12,55563D,35.84,-5.08,14.47,12,D8BE90,78.13,2.58,26.65,10,6E716E,47.3,-1.75,1.26,9,B19872,64.18,3.68,23.45,7,8B6C50,48,8.36,20.38,3,A2AAA7,68.91,-3.4,0.56,0,812C24,30.87,36.15,24.73,0,0,0,0,0,0.36,1394583437,50,-0.91,1,1.64,6.87,1.6,1,50,50,720,\N,1,70138577976,92.03,85.84,0,0,0,2432,4320,72863329495,72863329495,1,0.38,0,1,Success,1.39458E+12,50,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863329495/medium/1491811204/enhance,21011995998,15,1278,1394583437,2595B4E2CA06CB41,0,100,1011,2.66,0,,25,4.99,0,0,47.05,38.22,46.91,40.16,46.35,40.08,45.78,39.99,82,43.59,32.97,0,0,0,45.79,37.96,8.16,0,0,7.125,1,100,2.81,45.02,36.67,0,79c81101-2fdc-4baf-88bd-9ac9a1cc65d1,FALSE,16:21.7,1,4/10/2017
3.76,0,Canon_EOS_650D_0,1,0.74,\N,50,25,92A09A,64.63,-6.15,1.42,20,E5E9E2,91.88,-2.58,2.92,19,FDFDFD,99.31,0.01,-0.01,10,BDC6BE,79,-4.57,2.93,7,55626C,40.81,-2.56,-7.33,5,EFD3C9,86.58,8.15,8.51,4,D5B1AC,75.18,12.23,7.43,4,AB8A83,60.31,11.42,8.48,1,3C8BA0,53.99,-17.55,-18.36,0,0,0,0,0,0.22,1438047109,50,-0.65,0,0.83,7.63,4.56,1,50,50,720,21,0.99,70138577976,10.98,14.94,6.74,21.96,0.14,3456,5184,72863329390,72863329390,1,0.14,1,0,Success,1.43805E+12,50,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863329390/medium/1491811174/enhance,21011995998,15,1080,1438047109,782B3C52A9548341,0.0;0.0,119;100,1111;1111,3.82;3.0,0.0;0.0,;,32.0;35.0,19.41;5.43,0;0,0;0,83.26;94.66,41.46;37.63,82.28;94.48,52.46;40.51,80.03;93.88,52.46;40.51,77.79;93.27,52.46;40.51,93.8;95.9,79.25;93.86,47.15;39.26,0;0,-0.1;0.0,0;0,76.6;92.98,43.44;37.86,7.25;6.5,0;0,0;0,-11.0;-6.34,1;0,1.111;0.0,12.94;3.62,73.33;92.03,36.51;36.18,45.0;0.0,8ad7978c-e620-4122-aa98-a13d806cc69b;31a68d23-9efc-4b87-bce1-2517bc0e9188,false;false,14:47.0,1,4/10/2017
4.54,0,Canon_EOS_650D_0,1,0.86,\N,50,34,41413F,27.47,-0.44,1.21,22,72726E,47.93,-0.8,2.21,10,B8BBB8,75.57,-1.6,1.14,9,EDD4D1,86.85,8.18,4.64,6,F6EDEB,94.38,2.68,2.03,5,949590,61.49,-1.32,2.5,4,EFAEAE,77.09,23.76,9.41,2,EEC1BD,81.83,15.44,8.08,0,0,0,0,0,0,0,0,0,0,0.37,1417863316,50,-0.85,1,1.23,5.77,1.39,1,50,50,720,4,0.82,70138577976,94.44,84.67,14.65,5.71,0,3456,5184,72863330125,72863330125,1,0.11,1,1,Success,1.41786E+12,50,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863330125/medium/1491811401/enhance,21011995998,15,1080,1417863316,5D81C824905C0348,0,37,1,2.82,0,,24,5.13,0,0,49.4,82.05,49.43,83.61,48.91,83.63,48.39,83.65,0,48.35,83.29,0,-0.1,0,48.36,82.09,6.42,0,0,0,1,10,3.42,47.77,80.72,45,5ae5931c-db5d-42a7-ae31-7d54e0d1c391,FALSE,18:32.9,1,4/10/2017
4.49,0,Canon_EOS_650D_0,1,0.74,0.01,50,23,3D403C,26.69,-2.16,2.01,21,191817,8.32,0.24,0.87,19,6D7069,46.79,-2.56,3.49,6,C9CDD1,82.21,-0.61,-2.47,6,A6A7A4,68.33,-0.92,1.42,4,5D3C2C,28.75,12.47,15.8,3,49312C,22.98,10.15,7.56,2,F8FAF9,98.1,-0.83,0.24,1,A57111,51.67,13.09,54.77,1,B38915,59.46,6.12,60.63,0.54,1418389654,50,-0.99,1,1.3,0,1.18,0.66,50,50,720,\N,0.67,70138577976,26.35;26.79;21.96;16.25,10.55;21.68;14.36;16.7,22.27;35.74;2.93;23.44,44.36;43.92;26.35;10.1,0.38,3456,5184,72863330558,72863330558,1,0.31,0,1,Success,1.41839E+12,50,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863330558/medium/1491811534/enhance,21011995998,15,1080,1418389654,599DC77C9FF0E641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21:59.9,1,4/10/2017
5.27,0,Canon_EOS_650D_0,1,0.77,0.52,21,41,7E7F57,52.18,-7.2,21.68,18,595A3C,37.41,-5.83,17.25,9,AF745D,54.44,20.52,22.19,6,847156,48.74,3.19,17.76,6,CC8D8C,64.79,23.83,10.22,4,B6A28C,67.78,3.77,14.12,4,9F8F63,59.81,-0.66,25.61,4,885836,41.97,16.12,27.64,4,885836,41.97,16.12,27.64,0,0,0,0,0,0.2,1420190375,76.97,-0.96,1,1.98,0,1.2,0.19,33.25,61.08,720,\N,0.99,70138577976,39.09,23.73,19.63,32.94,1.5,3456,5184,72863331113,72863331113,1,0.39,0,0,Success,1.42019E+12,91.59,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863331113/medium/1491811717/enhance,21011995998,15,1080,1420190375,546F39B16604C2D9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25:03.5,1,4/10/2017
4.41,0,Canon_PowerShot_SX210_IS_0,1,0.79,\N,13,23,968E7C,59.24,-0.19,10.66,17,4D5144,33.73,-4.32,7.11,12,201F1C,11.76,-0.24,2.21,11,63402C,30.64,12.77,18.41,9,D4D2C7,84.08,-1.24,5.68,5,8C9294,60.13,-1.77,-1.82,5,E2DFC1,88.35,-3.96,15.08,5,F9FAF7,98.12,-0.85,1.31,7,71442C,33.62,16.79,22.56,0,0,0,0,0,0.47,1367980481,40.11,-0.95,1,1.07,0.18,1.09,1,90.39,74.02,1278,\N,0.63,70138577976,75,38.99,13.52,25.2,1.5,4320,2432,72863323652,72863323652,2,0.24,0,0,Success,1.36798E+12,89.79,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863323652/medium/1491809895/enhance,21011995998,15,720,1367980481,2B52949B9E5C199B,0.0;0.0,58;23,111;1,3.11;0.0,0.0;0.0,;false,16.0;0.0,2.54;6.83,0;0,0;0,20.81;47.39,27.21;30.58,20.77;45.72,28.33;33.56,19.85;45.72,28.28;33.56,18.78;45.72,28.31;33.56,0.0;0.0,19.86;49.36,27.97;32.68,0;20,0.0;0.0,0;0,18.82;47.39,27.19;30.58,7.97;0.0,0;0,0;0,0.0;0.0,0;1,67.78;0.0,4.51;12.12,17.62;38.37,26.47;28.16,0.0;-90.0,cdee8a73-4a65-48c2-9414-bbcd1cebb1b2;aaa20c8c-e11f-43d2-b3fe-563fda384042,false;false,54:14.3,1,4/10/2017
